Story World (old),Story World,Sub Story World,Grade,Subject,Unit,Chapter,Topic,Topic_ID,Concept,concept_code,CooboTitles,Experiments,Feature,Ideation,Assigned to,Scriptwriting,MediaFile,Production,LengthofCoboo,test,Stage
17485,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Effect of Activation of Adsorbent on Adsorption,KG18691,,,,,,4,1,1,0,5,3
17486,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Types of Adsorptions on the Basis of Forces between Adsorbent and Adsorbate,KG18692,,,,,,2,4,4,0,5,3
17487,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Physical Adsorption,KG18693,Physical Adsorption,,,,,4,3,2,2,4,2
17488,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Characteristics of Physisorption,KG18694,Physical Adsorption,,,,,4,3,3,1,9,2
17489,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Lack of Specificity of Physical Adsorption,KG18695,,,,,,3,4,1,1,5,2
17490,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Reversible Nature of Physical Adsorption,KG18696,,,,,,2,2,1,3,5,2
17491,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Layer Formation in Physical Adsorption,KG18697,,,,,,4,3,3,3,6,2
17492,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Nature of Force in Physical Adsorption,KG18698,,,,,,1,4,4,2,8,2
17493,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Role of Ease of Liquefaction and Critical Temperature in Physical Adsorption,KG18699,,,,,,2,4,4,0,9,4
17494,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Effect of Pressure on Physical Adsorption,KG18700,Physical Adsorption,,,,,4,0,0,0,9,4
17495,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Effect of Temperature on Physical Adsorption,KG18701,Physical Adsorption,,,,,4,2,0,0,6,0
17496,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Role of Activation Energy in Physical Adsorption,KG18702,,,,,,4,3,0,0,5,3
17497,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Chemical Adsorption,KG18703,Chemical Adsorption,,,,,3,3,0,0,8,3
17498,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Characteristics of Chemisorption,KG18704,Characteristics of Chemisorption,,,,,1,4,2,1,9,3
17499,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Effect of Temperature on Chemical Adsorption,KG18705,Chemical Adsorption,,,,,4,4,3,3,10,3
17500,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Effect of Pressure on Chemical Adsorption,KG18706,Chemical Adsorption,,,,,0,0,0,0,10,3
17501,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Highly Specific Nature of Chemical Adsorption,KG18707,,,,,,3,3,1,2,4,0
17502,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Irreversible Nature of Chemical Adsorption,KG18708,,,,,,2,4,4,1,5,2
17503,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Layer Formation in Chemical Adsorption,KG18709,,,,,,1,0,0,0,5,2
17504,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Nature of Force in Chemical Adsorption,KG18710,,,,,,2,2,4,2,5,2
17505,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Comparison of Physisorption and Chemisorption,KG18711,Adsorption,,,,,1,0,0,0,4,2
17506,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Adsorption Isostere,KG18712,,,,,,4,4,1,3,8,2
17507,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Adsorption Isotherms,KG18713,Adsorption Isotherms,,,,,2,3,1,1,7,2
17508,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Freundlich's Adsorption Isotherm,KG18714,,,,,,4,2,0,0,8,4
17510,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Freundlich's Adsorption Isotherm Solution Phase,KG18716,,,,,,0,0,0,0,9,4
17513,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Applications of Adsorption,KG18719,Adsorption,,,,,4,0,0,0,5,4
17514,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Production of High Vacuum Using Activated Charcoal as an Adsorbent,KG18720,,,,,,0,0,0,0,9,4
17515,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Purification of Air via Gas Mask Using Animal Charcoal as an Adsorbent,KG18721,,,,,,0,0,0,0,7,0
17516,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Purification of Vegetable Oils and Sugar Using Animal Charcoal as an Adsorbent,KG18722,,,,,,3,4,2,0,9,0
17517,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Adsorption in Medicinal Preparations,KG18723,,,,,,4,2,4,1,8,0
17518,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Froth Floatation Method of Concentration of Sulphides Ores,KG18724,,,,,,3,2,1,1,8,0
17519,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Use of Adsorption Indicators,KG18725,,,,,,1,3,3,2,4,0
17520,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Use of Silica Gel and Alumina as Adsorbents in Chromatographic Analysis,KG18726,,,,,,4,1,3,1,5,0
17521,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Control of Humidity Using SIlica Gel as an Adsorbent,KG18727,,,,,,4,3,0,0,5,0
17522,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Adsorption,kglm3475,Separation of Inert Gases from a Mixture of Such gases Using Charcoal as an Adsorbent,KG18728,,,,,,3,1,4,0,4,0
17523,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Catalysis,KG18729,Catalysis,,,,,2,0,0,0,10,0
17524,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Catalysts,KG18730,,,,,,4,2,0,0,10,0
17525,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Types of Catalysts on the Basis of Their Physical State,KG18731,,,,,,2,2,4,3,10,0
17526,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Homogeneous Catalysis,KG18732,Heterogeneous Catalysis,,,,,4,4,0,0,10,0
17527,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Gaseous Phase Homogeneous Catalysis,KG18733,Heterogeneous Catalysis,,,,,0,0,0,0,6,2
17528,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Solution Phase Homogeneous Catalysis,KG18734,Heterogeneous Catalysis,,,,,1,2,3,4,7,2
17529,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Mechanism of Homogeneous Catalysis,KG18735,Heterogeneous Catalysis,,,,,1,2,1,2,10,3
17530,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Heterogeneous Catalysis,KG18736,Heterogeneous Catalysis,,,,,0,0,0,0,4,0
17531,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Types of Catalysts on the Basis of Their Type of Activity,KG18737,,,,,,2,0,0,0,6,0
17532,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Positive Catalysis,KG18738,,,,,,4,4,3,4,10,0
17533,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Negative Catalysis,KG18739,,,,,,2,2,4,3,7,0
17534,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Catalytic Promoters,KG18740,,,,,,0,0,0,0,5,0
17535,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Catalytic Poisons,KG18741,,,,,,3,0,0,0,4,3
17536,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Auto-Catalysis,KG18742,,,,,,1,1,0,0,10,3
17537,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Induced Catalysis,KG18743,Catalysis,,,,,2,1,1,0,4,4
17538,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Acid-Base Catalysis,KG18744,,,,,,0,0,0,0,9,0
17539,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Important Features of Solid Catalysts,KG18745,,,,,,3,1,4,0,5,0
17540,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Activity of a Catalyst,KG18746,,,,,,3,4,2,3,8,0
17541,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Small Quantity of a Catalyst,KG18747,,,,,,3,3,2,2,6,0
17542,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Active Centres of Catalysts,KG18748,,,,,,1,0,0,0,10,0
17543,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Effect of Presence of a Catalyst on Equilibrium,KG18749,,,,,,2,4,3,2,4,4
17544,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Selectivity of a Catalyst,KG18750,,,,,,1,3,2,2,7,4
17545,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Shape Selective Catalysis,KG18751,Catalysis,,,,,4,0,0,0,6,4
17546,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Theories of Catalytic Action,KG18752,,,,,,4,1,2,1,4,4
17547,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Intermediate Compound Formation Theory,KG18753,Theories of Catalyst,,,,,3,3,4,2,9,4
17548,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Adsorption Theory,KG18754,Theories of Catalyst,,,,,3,0,0,0,4,3
17549,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Modern Theory of Catalysts,KG18755,,,,,,1,2,3,4,5,4
17550,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Enzyme Catalysis,KG18756,Emulsions,,,,,1,2,4,4,8,0
17551,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Characteristics of Enzyme Catalysis,KG18757,Emulsions,,,,,2,4,2,4,8,0
17552,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Most Highly Efficient,KG18758,,,,,,4,1,2,1,7,0
17553,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Highly Active Under Optimum Temperature,KG18759,,,,,,4,2,4,1,5,3
17554,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Highly Active Under Optimum pH,KG18760,,,,,,1,2,1,0,5,3
17555,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Highly Specific Nature of Enzymes,KG18761,,,,,,3,3,1,1,5,3
17556,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Increasing Activity in the Presence of Activators and Co-Enzymes,KG18762,,,,,,1,0,0,0,9,3
17557,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Influence of Inhibitors and Poisons,KG18763,,,,,,4,2,1,1,7,3
17558,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Non-Reactive Nature of Catalyst,KG18764,,,,,,2,1,3,0,9,1
17559,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Examples of Some Important Enzyme Catalysis,KG18765,,,,,,3,0,0,0,9,1
17560,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Mechanisms of Enzyme Catalysis,KG18766,,,,,,0,0,0,0,8,1
17561,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Lock-Key Theory,KG18767,,,,,,4,4,4,0,5,1
17562,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Induced-Fit Theory,KG18768,,,,,,0,0,0,0,6,3
17565,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Catalysis,kglm3479,Michaelis-Menten's Mechanism for Enzyme Catalysis,KG18771,,,,,,2,2,3,4,4,3
17568,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Colloidal Solution,KG18774,Heterogeneous Mixture,,,,,2,2,4,4,10,3
17572,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Characteristics of Colloidal State,KG18778,Positive Sol,,,,,3,4,0,0,6,3
17573,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Dispersed Phase,KG18779,Positive Sol,,,,,3,1,1,4,4,0
17574,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Dispersion Medium,KG18780,Positive Sol,,,,,0,0,0,0,5,0
17575,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Classification of Colloidal Solutions Based on Physical States of Dispersed Phase and Dispersion Medium,KG18781,,,,,,2,2,3,2,5,0
17576,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Sol,KG18782,Colloidal Solution,,,,,0,0,0,0,4,4
17577,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Solid Sol,KG18783,Colloidal Solution,,,,,0,0,0,0,4,4
17578,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Aerosol,KG18784,Colloidal Solution,,,,,2,1,0,0,8,0
17579,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Gel,KG18785,Colloidal Solution,,,,,1,1,0,0,7,3
17580,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Types of Gels,KG18786,,,,,,4,4,4,0,9,3
17581,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Elastic Gels,KG18787,,,,,,0,0,0,0,10,3
17582,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Non-elastic Gels,KG18788,,,,,,3,1,3,3,7,0
17583,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Foam,KG18789,Colloidal Solution,,,,,4,3,2,3,6,0
17584,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Classification of Colloids Based on Nature of Charge on Colloidal Particles,KG18790,,,,,,0,0,0,0,5,0
17585,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Positively Charged Sols,KG18791,,,,,,0,0,0,0,4,0
17586,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Negatively Charged Sols,KG18792,,,,,,4,2,0,0,7,4
17587,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Classification of Colloids Based on Nature of Interaction between Dispersed Phase and Dispersion Medium,KG18793,,,,,,2,3,2,2,9,0
17588,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Lyophilic Sols,KG18794,Positive Sol,,,,,4,0,0,0,6,0
17589,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Lyophobic Sols,KG18795,Positive Sol,,,,,0,0,0,0,10,0
17590,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Classification of Colloids Based on Type of Particles of the Dispersed Phase,KG18796,,,,,,3,3,1,2,9,0
17591,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Multi-Molecular Colloids,KG18797,Classification Based on Type of Particles of The Dispersed Phase,,,,,0,0,0,0,7,1
17592,Power a Village,Cells and Batteries,12,Chemistry,Physical Chemistry,Surface Chemistry,Classification of Colloids,kglm3481,Macromolecular Colloids,KG18798,Classification Based on Type of Particles of The Dispersed Phase,,,,,0,0,0,0,8,1
